Data|Unidade gestora|CPF/CNPJ|Natureza da despesa|Modalidade da licitação|Registro|Valor (R$)|
23/01/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|810,00|
23/01/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|1.053,79|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|1.205,16|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|35.644,34|
31/01/2019|004 - Fundo Municipal de Educação|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|2.007,24|
31/01/2019|004 - Fundo Municipal de Educação|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|3.992,00|
31/01/2019|004 - Fundo Municipal de Educação|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|9.934,20|
31/01/2019|004 - Fundo Municipal de Educação|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
31/01/2019|004 - Fundo Municipal de Educação|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|25.769,13|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|8.947,06|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|27.146,05|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|52.553,01|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|154.964,97|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|168.937,94|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|22.500,00|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|199.002,05|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|962.702,28|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|7.819,57|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|12.652,91|
31/01/2019|010 - FUNDEB|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|74.045,20|
31/01/2019|010 - FUNDEB|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|108.614,10|
06/02/2019|042 - Casa Civil|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|1.500,00|
06/02/2019|042 - Casa Civil|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|042 - Casa Civil|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|29.930,20|
06/02/2019|044 - Controladoria e Ouvidoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|1.500,00|
06/02/2019|044 - Controladoria e Ouvidoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|8.498,00|
06/02/2019|044 - Controladoria e Ouvidoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|998,00|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|3.494,19|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|4.500,00|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|4.698,76|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|5.235,52|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|6.729,52|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|12.134,40|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|26.317,20|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|33.768,94|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|44.316,13|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|70.147,48|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|80.287,28|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|94.765,30|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|95.333,36|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|99.777,16|
06/02/2019|003 - Fundo Municipal de Saúde|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|135.114,18|
06/02/2019|019 - Sec. de Planejamento e Administração|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|019 - Sec. de Planejamento e Administração|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|24.537,66|
06/02/2019|019 - Sec. de Planejamento e Administração|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|42.282,00|
06/02/2019|019 - Sec. de Planejamento e Administração|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|59.735,65|
06/02/2019|041 - Fundo Mun. de Trânsito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|20.103,32|
06/02/2019|034 - Secretaria de Esporte e Lazer|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|2.765,85|
06/02/2019|034 - Secretaria de Esporte e Lazer|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|4.492,44|
06/02/2019|034 - Secretaria de Esporte e Lazer|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|034 - Secretaria de Esporte e Lazer|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|16.426,20|
06/02/2019|020 - Sec. Municipal de Finanças|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|6.233,52|
06/02/2019|020 - Sec. Municipal de Finanças|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|020 - Sec. Municipal de Finanças|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|21.928,20|
06/02/2019|020 - Sec. Municipal de Finanças|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|120.306,77|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|3.742,80|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|7.826,86|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|9.860,00|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|14.380,87|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|14.790,00|
06/02/2019|018 - Gabinete do Prefeito|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|77.742,60|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|22.976,00|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|80.282,87|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|102.763,58|
06/02/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|2.401,97|
06/02/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|48.055,53|
06/02/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|82.785,85|
06/02/2019|029 - Secretaria de Infraestrutura e Desenv. Urbano|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|95.687,64|
06/02/2019|031 - Secretaria de Meio Ambiente e Controle Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|7.496,00|
06/02/2019|031 - Secretaria de Meio Ambiente e Controle Urbano|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|044 - Controladoria e Ouvidoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|1.500,00|
06/02/2019|044 - Controladoria e Ouvidoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|043 - Procuradoria Geral do Município|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|1.500,00|
06/02/2019|043 - Procuradoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|12.659,86|
06/02/2019|043 - Procuradoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|39.294,15|
06/02/2019|043 - Procuradoria Geral do Município|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|44.768,40|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|2.994,00|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|5.198,86|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|8.649,33|
06/02/2019|027 - Sec. de Cidadania e Desenvolvimento Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|9.540,00|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|12.711,06|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|15.605,64|
06/02/2019|027 - Sec. de Cidadania e Desenvolvimento Social|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|18.069,88|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|19.857,99|
06/02/2019|005 - Fundo Municipal de Assistência Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|26.768,54|
06/02/2019|027 - Sec. de Cidadania e Desenvolvimento Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|41.410,12|
06/02/2019|027 - Sec. de Cidadania e Desenvolvimento Social|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|44.424,20|
06/02/2019|033 - Secretaria de Desenv. Agrário e Rec.  Hídricos|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|1.680,56|
06/02/2019|033 - Secretaria de Desenv. Agrário e Rec.  Hídricos|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|6.212,65|
06/02/2019|033 - Secretaria de Desenv. Agrário e Rec.  Hídricos|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|033 - Secretaria de Desenv. Agrário e Rec.  Hídricos|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|24.916,20|
06/02/2019|032 - Secretaria de Desenv. Econômico, Trab. e Renda|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|2.673,44|
06/02/2019|032 - Secretaria de Desenv. Econômico, Trab. e Renda|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|032 - Secretaria de Desenv. Econômico, Trab. e Renda|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|17.932,20|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|4.494,00|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|4.496,00|
06/02/2019|035 - Secretaria de Segurança Cidadã e Ord. Pública|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|030 - Secretaria de Turismo e Cultura|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|10.000,00|
06/02/2019|030 - Secretaria de Turismo e Cultura|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|10.140,38|
06/02/2019|030 - Secretaria de Turismo e Cultura|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|21.924,20|
06/02/2019|030 - Secretaria de Turismo e Cultura|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|31.926,54|
06/02/2019|030 - Secretaria de Turismo e Cultura|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|32.168,87|
08/02/2019|008 - Fundo Municipal de Seguridade Social|3.1.90.03.00 - Pensões do RPPS e do militar|Outros/não se aplica|Realizado|1.833,72|
08/02/2019|008 - Fundo Municipal de Seguridade Social|3.1.90.04.00 - Contratação por tempo determinado|Outros/não se aplica|Realizado|3.500,00|
08/02/2019|008 - Fundo Municipal de Seguridade Social|3.1.90.01.00 - Aposentad. RPPS, reserva remun. e reform|Outros/não se aplica|Realizado|4.132,84|
08/02/2019|008 - Fundo Municipal de Seguridade Social|3.1.90.03.00 - Pensões do RPPS e do militar|Outros/não se aplica|Realizado|7.409,64|
08/02/2019|008 - Fundo Municipal de Seguridade Social|3.1.90.11.00 - Vencimentos e vant. fixas pessoal civil|Outros/não se aplica|Realizado|21.000,00|
